customerID,days_since_last_purchase,total_spent,support_tickets,website_visits_last_month,subscription_tier,payment_method,country,device_type,Churn
ECOMM-53878,293.0,3115.96,5,34,Free,Credit Card,USA,Tablet,Yes
ECOMM-69692,157.0,4021.61,8,47,Basic,PayPal,Germany,Tablet,No
ECOMM-49306,96.0,4939.72,7,42,Basic,Crypto,Australia,Desktop,No
ECOMM-77359,198.0,3825.6,8,20,Premium,PayPal,Germany,Desktop,No
ECOMM-21317,164.0,2124.9,2,3,Premium,Apple Pay,USA,Tablet,No
ECOMM-17358,100.0,4304.71,0,12,Free,Credit Card,Australia,Tablet,No
ECOMM-38103,87.0,3665.64,2,5,Free,Apple Pay,Australia,Tablet,No
ECOMM-71714,283.0,4889.83,5,0,Free,PayPal,Canada,Mobile,Yes
ECOMM-67140,215.0,3650.71,3,12,Premium,Apple Pay,Canada,Tablet,Yes
ECOMM-14861,316.0,2260.94,0,2,Basic,Crypto,UK,Desktop,No
ECOMM-86779,196.0,1459.21,6,48,Free,Apple Pay,UK,Mobile,No
ECOMM-29086,110.0,1537.97,8,8,Premium,Crypto,USA,Tablet,Yes
ECOMM-37983,310.0,4249.54,0,17,Premium,PayPal,Germany,Tablet,No
ECOMM-19411,182.0,1766.59,4,2,Free,Crypto,Canada,Mobile,Yes
ECOMM-38433,5.0,4272.5,4,38,Basic,Crypto,UK,Desktop,No
ECOMM-59582,39.0,925.87,4,35,Free,Credit Card,UK,Tablet,No
ECOMM-66131,192.0,654.86,6,42,Premium,Apple Pay,USA,Desktop,No
ECOMM-19884,41.0,1677.67,2,17,Premium,Apple Pay,UK,Tablet,No
ECOMM-26280,294.0,4876.98,7,11,Free,Crypto,USA,Mobile,Yes
ECOMM-39248,53.0,1372.45,9,15,Premium,PayPal,Canada,Mobile,No
ECOMM-45917,173.0,4107.29,6,26,Premium,Credit Card,Australia,Mobile,No
ECOMM-49723,230.0,1801.48,3,34,Free,Credit Card,Canada,Mobile,No
ECOMM-85862,9.0,27.65,5,26,Basic,PayPal,UK,Mobile,No
ECOMM-61857,287.0,3965.65,9,6,Premium,Apple Pay,Germany,Tablet,Yes
ECOMM-74427,30.0,3641.77,0,24,Free,PayPal,Australia,Desktop,No
ECOMM-86779,48.0,1632.7,0,44,Basic,Apple Pay,Germany,Tablet,No
ECOMM-34236,17.0,4641.88,6,12,Free,Apple Pay,Canada,Tablet,No
ECOMM-10483,364.0,3027.27,1,1,Premium,Apple Pay,Canada,Tablet,No
ECOMM-11142,158.0,1608.8,5,0,Basic,Crypto,Germany,Tablet,Yes
ECOMM-36594,129.0,2875.26,0,33,Premium,PayPal,USA,Tablet,No
ECOMM-63804,82.0,1046.2,8,27,Free,Credit Card,Australia,Tablet,No
ECOMM-11797,326.0,4320.47,0,39,Free,Crypto,Australia,Mobile,No
ECOMM-46646,220.0,1100.74,5,13,Free,Crypto,Australia,Tablet,Yes
ECOMM-86424,364.0,4907.61,4,28,Free,Crypto,UK,Tablet,No
ECOMM-56415,360.0,3448.25,7,35,Free,PayPal,Canada,Desktop,No
ECOMM-99545,307.0,3988.51,0,38,Free,Apple Pay,Canada,Desktop,No
ECOMM-16201,283.0,1871.15,6,48,Free,Credit Card,UK,Mobile,No
ECOMM-36169,139.0,1328.84,1,7,Free,Credit Card,Canada,Mobile,No
ECOMM-11280,124.0,2926.77,6,48,Basic,Crypto,Australia,Tablet,No
ECOMM-32647,9.0,2912.82,2,41,Free,Crypto,USA,Mobile,No
ECOMM-94266,288.0,2930.25,1,5,Basic,Crypto,Germany,Tablet,Yes
ECOMM-73786,185.0,3824.25,9,37,Premium,Credit Card,Australia,Tablet,No
ECOMM-75797,319.0,45.0,8,16,Premium,Credit Card,Canada,Desktop,No
ECOMM-81328,178.0,3210.22,9,13,Free,PayPal,Australia,Tablet,No
ECOMM-27065,3.0,2087.03,9,1,Free,Crypto,UK,Desktop,No
ECOMM-10751,2.0,450.54,4,42,Free,Crypto,USA,Mobile,No
ECOMM-76161,293.0,754.42,8,2,Free,Credit Card,USA,Tablet,Yes
ECOMM-34668,317.0,1178.57,3,30,Basic,PayPal,Canada,Mobile,Yes
ECOMM-70157,129.0,3650.41,4,12,Free,Apple Pay,USA,Mobile,No
ECOMM-78352,54.0,3546.17,4,13,Basic,Credit Card,USA,Desktop,Yes
ECOMM-53278,21.0,587.62,7,1,Free,Credit Card,Canada,Mobile,No
ECOMM-53077,229.0,1746.81,0,16,Basic,Apple Pay,UK,Desktop,Yes
ECOMM-96390,302.0,1216.22,5,43,Free,Crypto,Canada,Desktop,No
ECOMM-91687,96.0,3161.86,0,41,Free,Apple Pay,Germany,Desktop,No
ECOMM-84597,70.0,338.42,1,16,Premium,PayPal,UK,Desktop,No
ECOMM-33524,151.0,26.63,3,16,Free,Crypto,Canada,Tablet,No
ECOMM-18428,287.0,2665.05,0,20,Free,Apple Pay,UK,Desktop,Yes
ECOMM-88387,172.0,2034.57,4,28,Premium,Apple Pay,Australia,Mobile,No
ECOMM-51273,188.0,4301.44,5,6,Basic,Crypto,UK,Desktop,No
ECOMM-83097,214.0,3080.45,2,21,Free,Crypto,USA,Mobile,Yes
ECOMM-42704,194.0,4490.07,5,44,Free,Apple Pay,USA,Tablet,No
ECOMM-28490,190.0,4062.5,5,43,Free,Credit Card,Germany,Mobile,Yes
ECOMM-55259,27.0,3850.97,7,36,Free,Crypto,USA,Tablet,No
ECOMM-24439,133.0,656.61,1,12,Free,Crypto,Germany,Tablet,Yes
ECOMM-25873,218.0,4850.42,1,43,Basic,PayPal,UK,Desktop,No
ECOMM-63552,15.0,3496.41,3,22,Free,Apple Pay,UK,Desktop,No
ECOMM-67601,297.0,359.7,5,15,Basic,PayPal,Germany,Desktop,No
ECOMM-85360,47.0,3171.11,2,18,Basic,Credit Card,UK,Desktop,Yes
ECOMM-19285,5.0,3585.44,8,8,Basic,Credit Card,Canada,Desktop,Yes
ECOMM-56090,228.0,3980.51,7,22,Free,PayPal,Australia,Tablet,Yes
ECOMM-72376,235.0,4399.79,8,30,Free,Crypto,USA,Tablet,Yes
ECOMM-59356,221.0,1690.89,7,48,Premium,PayPal,Canada,Tablet,No
ECOMM-27591,207.0,2114.38,0,43,Basic,Apple Pay,Germany,Tablet,No
ECOMM-86973,244.0,3434.87,5,45,Premium,Crypto,UK,Tablet,No
ECOMM-31407,132.0,810.26,2,41,Premium,PayPal,Germany,Desktop,No
ECOMM-40730,30.0,1990.06,5,9,Premium,PayPal,Canada,Tablet,No
ECOMM-92206,265.0,2807.57,0,8,Free,PayPal,Germany,Desktop,Yes
ECOMM-43776,91.0,1534.26,2,45,Basic,Crypto,Canada,Desktop,No
ECOMM-31650,30.0,1819.34,0,14,Free,Credit Card,Canada,Mobile,No
ECOMM-16878,86.0,1064.02,7,49,Free,Apple Pay,Australia,Mobile,No
ECOMM-53358,321.0,4779.44,7,15,Free,Crypto,Germany,Mobile,Yes
ECOMM-59341,297.0,4753.22,6,36,Premium,Apple Pay,Australia,Desktop,Yes
ECOMM-99404,40.0,3751.61,1,14,Premium,Credit Card,Germany,Desktop,No
ECOMM-54295,277.0,3337.35,4,13,Free,Apple Pay,USA,Desktop,Yes
ECOMM-38388,201.0,2999.24,4,25,Free,Credit Card,Canada,Mobile,Yes
ECOMM-83440,274.0,4063.95,1,41,Free,Credit Card,USA,Desktop,Yes
ECOMM-23495,262.0,160.66,9,3,Free,Apple Pay,Australia,Tablet,No
ECOMM-95856,354.0,509.37,3,28,Free,PayPal,Canada,Tablet,No
ECOMM-59606,221.0,918.27,6,47,Free,Credit Card,USA,Desktop,No
ECOMM-52073,334.0,1995.45,9,44,Basic,Apple Pay,USA,Tablet,No
ECOMM-36840,283.0,3164.05,2,47,Free,Apple Pay,UK,Tablet,No
ECOMM-29441,235.0,168.6,4,34,Basic,Crypto,Canada,Mobile,No
ECOMM-37761,138.0,1688.75,8,47,Free,Crypto,Australia,Tablet,Yes
ECOMM-98526,186.0,3479.06,8,7,Premium,Apple Pay,Australia,Tablet,No
ECOMM-54167,334.0,1493.07,0,21,Basic,Credit Card,USA,Desktop,No
ECOMM-42604,298.0,4598.13,4,26,Premium,Apple Pay,Australia,Tablet,No
ECOMM-74087,179.0,1145.41,5,25,Premium,Apple Pay,Australia,Mobile,No
ECOMM-33009,201.0,2517.92,8,39,Premium,Credit Card,Australia,Mobile,No
ECOMM-91205,226.0,3154.76,8,10,Basic,Crypto,UK,Tablet,No
ECOMM-76811,280.0,2993.64,2,22,Basic,Apple Pay,UK,Desktop,Yes
ECOMM-65239,86.0,1513.95,9,18,Free,Apple Pay,UK,Tablet,No
ECOMM-53989,66.0,3589.77,5,27,Premium,Crypto,Germany,Desktop,No
ECOMM-74403,267.0,739.82,4,45,Basic,Crypto,Germany,Mobile,No
ECOMM-19739,187.0,4537.01,6,39,Basic,Apple Pay,Australia,Mobile,Yes
ECOMM-73838,200.0,4498.11,0,9,Free,Credit Card,Canada,Mobile,No
ECOMM-52873,177.0,1520.3,4,28,Basic,Credit Card,USA,Mobile,Yes
ECOMM-96617,253.0,2777.24,2,15,Free,Credit Card,Germany,Desktop,No
ECOMM-12707,177.0,27.0,2,12,Free,Credit Card,Germany,Mobile,No
ECOMM-31850,247.0,4429.22,5,12,Basic,PayPal,UK,Mobile,No
ECOMM-78254,190.0,1703.02,8,42,Premium,PayPal,UK,Mobile,No
ECOMM-77119,17.0,304.35,0,33,Free,Crypto,UK,Mobile,No
ECOMM-24069,224.0,2912.46,3,27,Premium,Crypto,UK,Desktop,No
ECOMM-24507,30.0,2263.59,0,11,Free,PayPal,Germany,Mobile,No
ECOMM-93605,221.0,1400.64,1,3,Free,PayPal,Germany,Tablet,No
ECOMM-37309,27.0,4604.38,7,17,Free,Crypto,Australia,Mobile,Yes
ECOMM-45187,347.0,126.79,5,33,Premium,Apple Pay,USA,Tablet,Yes
ECOMM-89148,89.0,2990.84,2,16,Basic,Crypto,Germany,Tablet,No
ECOMM-86242,80.0,4218.49,8,32,Basic,Crypto,Australia,Desktop,No
ECOMM-87696,4.0,2972.4,3,43,Basic,PayPal,Australia,Tablet,No
ECOMM-60712,53.0,4974.54,9,33,Basic,Crypto,UK,Desktop,No
ECOMM-79161,13.0,1424.95,7,34,Free,Crypto,Germany,Desktop,No
ECOMM-34877,266.0,184.22,5,24,Free,PayPal,Canada,Tablet,No
ECOMM-54962,47.0,4263.97,5,5,Free,Credit Card,Canada,Desktop,No
ECOMM-85077,89.0,4142.64,0,18,Free,PayPal,USA,Desktop,No
ECOMM-84139,326.0,1505.08,3,18,Free,Apple Pay,USA,Desktop,No
ECOMM-73062,103.0,3668.5,2,46,Free,Credit Card,UK,Mobile,No
ECOMM-49155,227.0,1484.13,3,1,Basic,PayPal,Germany,Tablet,Yes
ECOMM-77079,66.0,634.28,1,19,Free,Apple Pay,USA,Desktop,No
ECOMM-16873,140.0,2188.53,5,6,Free,Credit Card,Germany,Tablet,Yes
ECOMM-61300,174.0,4507.89,5,34,Basic,Apple Pay,Australia,Tablet,No
ECOMM-51884,311.0,4869.32,5,16,Free,Credit Card,Australia,Desktop,Yes
ECOMM-10290,150.0,3976.13,8,30,Premium,PayPal,UK,Mobile,No
ECOMM-71723,143.0,4011.28,2,15,Free,PayPal,USA,Mobile,No
ECOMM-48582,355.0,3981.09,5,18,Free,Credit Card,Australia,Mobile,No
ECOMM-15186,132.0,2779.92,5,16,Free,Crypto,USA,Desktop,No
ECOMM-85207,246.0,3838.54,3,12,Free,Apple Pay,Germany,Tablet,No
ECOMM-70061,344.0,3220.55,4,28,Free,PayPal,Germany,Tablet,No
ECOMM-16094,213.0,1545.99,8,33,Basic,PayPal,USA,Tablet,Yes
ECOMM-26945,266.0,620.61,1,11,Premium,PayPal,Canada,Tablet,No
ECOMM-34162,211.0,2774.42,3,30,Free,Credit Card,Germany,Mobile,No
ECOMM-78694,267.0,1791.51,6,0,Premium,Apple Pay,Australia,Mobile,No
ECOMM-13365,104.0,3804.73,6,4,Free,Crypto,Germany,Mobile,No
ECOMM-23962,208.0,640.64,5,28,Basic,Apple Pay,USA,Desktop,Yes
ECOMM-85636,323.0,3944.8,9,1,Basic,Crypto,UK,Tablet,No
ECOMM-25077,67.0,2275.73,0,12,Free,Crypto,Canada,Mobile,No
ECOMM-14548,43.0,4749.49,8,21,Free,Crypto,USA,Mobile,No
ECOMM-65415,146.0,1995.78,4,32,Basic,Credit Card,Germany,Desktop,No
ECOMM-13798,268.0,775.76,3,8,Free,Crypto,UK,Tablet,Yes
ECOMM-40351,298.0,4360.3,2,26,Basic,Credit Card,UK,Tablet,No
ECOMM-51665,46.0,4566.97,2,37,Basic,PayPal,USA,Tablet,No
ECOMM-82136,234.0,4535.89,0,12,Free,Apple Pay,UK,Tablet,Yes
ECOMM-67765,182.0,4907.33,5,24,Basic,Apple Pay,Australia,Desktop,No
ECOMM-80092,209.0,3502.55,3,20,Free,Apple Pay,Canada,Tablet,Yes
ECOMM-60205,79.0,319.24,6,0,Basic,PayPal,Australia,Mobile,Yes
ECOMM-15506,69.0,2300.12,7,10,Premium,PayPal,USA,Mobile,Yes
ECOMM-23926,202.0,946.56,4,46,Basic,Apple Pay,Canada,Tablet,Yes
ECOMM-29594,211.0,1968.99,4,39,Premium,Apple Pay,UK,Mobile,No
ECOMM-97228,72.0,1696.21,0,47,Basic,PayPal,Canada,Mobile,Yes
ECOMM-59653,79.0,753.95,5,13,Basic,Credit Card,USA,Mobile,No
ECOMM-39310,184.0,674.27,6,23,Free,Credit Card,UK,Mobile,Yes
ECOMM-14378,220.0,4818.41,7,38,Premium,Crypto,Canada,Mobile,Yes
ECOMM-45131,12.0,4685.03,1,44,Free,Apple Pay,USA,Tablet,No
ECOMM-80636,262.0,1260.81,3,17,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-53376,90.0,23.17,6,26,Free,PayPal,Australia,Desktop,No
ECOMM-18542,281.0,3804.83,2,28,Free,Apple Pay,UK,Desktop,Yes
ECOMM-15497,268.0,2173.03,4,47,Basic,Crypto,UK,Desktop,Yes
ECOMM-37740,319.0,3364.55,7,6,Premium,Credit Card,Australia,Mobile,Yes
ECOMM-33815,190.0,1568.04,3,24,Basic,Crypto,Australia,Mobile,No
ECOMM-60325,255.0,4254.75,3,24,Free,Apple Pay,Australia,Mobile,No
ECOMM-28185,181.0,1838.89,4,26,Premium,Apple Pay,Canada,Mobile,No
ECOMM-30050,117.0,205.21,5,2,Free,Crypto,USA,Desktop,No
ECOMM-58138,232.0,1754.18,8,35,Basic,Credit Card,Australia,Tablet,Yes
ECOMM-51022,245.0,4507.05,2,7,Basic,Credit Card,Germany,Desktop,No
ECOMM-73195,192.0,74.64,0,13,Free,PayPal,Canada,Desktop,No
ECOMM-64894,102.0,1353.1,0,2,Premium,PayPal,Canada,Tablet,No
ECOMM-27056,96.0,4827.84,2,11,Premium,Credit Card,UK,Tablet,No
ECOMM-45145,336.0,3586.76,6,46,Basic,Apple Pay,Germany,Desktop,Yes
ECOMM-92041,324.0,2675.6,8,19,Free,PayPal,USA,Tablet,No
ECOMM-56890,280.0,4913.93,9,14,Basic,PayPal,Germany,Tablet,Yes
ECOMM-71047,114.0,4907.64,8,29,Basic,PayPal,Germany,Desktop,Yes
ECOMM-27163,171.0,2197.65,7,10,Free,Credit Card,Australia,Mobile,No
ECOMM-83845,7.0,4105.56,2,27,Free,PayPal,UK,Tablet,No
ECOMM-67900,210.0,2862.12,5,49,Basic,Apple Pay,USA,Tablet,Yes
ECOMM-16492,69.0,2670.55,9,21,Basic,Credit Card,Canada,Tablet,No
ECOMM-56243,364.0,311.08,9,37,Free,Crypto,Australia,Mobile,Yes
ECOMM-74285,149.0,2679.63,1,35,Free,Apple Pay,Canada,Desktop,No
ECOMM-37214,16.0,3660.97,5,22,Free,Credit Card,Australia,Tablet,No
ECOMM-87950,4.0,928.93,6,7,Premium,Crypto,Canada,Tablet,No
ECOMM-59624,249.0,4038.67,4,19,Basic,Credit Card,Germany,Tablet,Yes
ECOMM-67613,199.0,2319.64,3,28,Free,Apple Pay,Canada,Tablet,Yes
ECOMM-11663,255.0,2483.72,7,23,Free,Crypto,Germany,Mobile,No
ECOMM-27718,347.0,3570.89,6,10,Free,Apple Pay,Germany,Tablet,Yes
ECOMM-16487,115.0,3260.9,3,40,Free,Crypto,USA,Desktop,No
ECOMM-97761,204.0,4482.63,8,48,Premium,PayPal,Australia,Mobile,No
ECOMM-23910,52.0,2965.86,5,40,Basic,Credit Card,Australia,Mobile,No
ECOMM-87010,76.0,1113.35,8,27,Free,Crypto,Australia,Tablet,No
ECOMM-85954,110.0,1779.69,5,23,Free,Credit Card,USA,Tablet,No
ECOMM-62924,24.0,4632.23,0,34,Free,Crypto,Germany,Desktop,No
ECOMM-94489,43.0,3233.38,6,48,Premium,Apple Pay,Australia,Mobile,No
ECOMM-49899,197.0,3526.11,5,43,Free,Credit Card,UK,Mobile,Yes
ECOMM-67503,181.0,1800.83,3,12,Free,PayPal,Australia,Tablet,No
ECOMM-22774,250.0,317.78,7,48,Premium,Credit Card,UK,Mobile,No
ECOMM-38751,236.0,4655.38,6,18,Basic,PayPal,Canada,Tablet,Yes
ECOMM-62308,234.0,3089.42,6,37,Free,PayPal,Canada,Desktop,Yes
ECOMM-79883,94.0,3520.56,8,19,Free,PayPal,USA,Tablet,No
ECOMM-43473,207.0,4870.08,6,30,Basic,Credit Card,USA,Desktop,Yes
ECOMM-46562,127.0,3329.91,5,40,Premium,Crypto,Canada,Tablet,No
ECOMM-69974,134.0,2138.35,0,48,Free,Credit Card,UK,Tablet,No
ECOMM-44112,181.0,2427.0,0,31,Free,Crypto,Germany,Mobile,No
ECOMM-40525,142.0,388.15,0,34,Basic,PayPal,Germany,Mobile,No
ECOMM-24581,47.0,543.7,7,14,Free,Apple Pay,Canada,Desktop,Yes
ECOMM-88086,314.0,2206.43,2,35,Premium,PayPal,Germany,Tablet,No
ECOMM-11487,144.0,1366.22,6,2,Basic,Credit Card,USA,Mobile,No
ECOMM-13534,18.0,1584.26,9,35,Premium,Credit Card,Germany,Mobile,No
ECOMM-84593,238.0,1359.05,4,47,Premium,Credit Card,USA,Mobile,Yes
ECOMM-33475,109.0,1556.59,5,43,Basic,Credit Card,Germany,Mobile,Yes
ECOMM-14736,289.0,2148.38,6,17,Free,PayPal,USA,Mobile,Yes
ECOMM-86167,105.0,4637.27,5,41,Free,Credit Card,Canada,Tablet,No
ECOMM-86717,311.0,1369.67,1,38,Basic,PayPal,Canada,Tablet,No
ECOMM-99761,358.0,2669.65,6,34,Basic,Apple Pay,Australia,Mobile,Yes
ECOMM-73737,194.0,2298.81,2,7,Basic,Credit Card,Germany,Mobile,No
ECOMM-61384,183.0,1852.18,3,13,Free,Crypto,Germany,Desktop,No
ECOMM-10393,57.0,4298.59,9,17,Free,Apple Pay,Canada,Mobile,No
ECOMM-12322,66.0,437.5,8,25,Premium,PayPal,Australia,Tablet,No
ECOMM-52416,75.0,543.84,7,43,Basic,Credit Card,Australia,Desktop,Yes
ECOMM-95756,309.0,3487.41,6,17,Basic,PayPal,Germany,Tablet,Yes
ECOMM-38693,319.0,2729.11,7,24,Free,Credit Card,USA,Desktop,Yes
ECOMM-34161,137.0,22.6,7,25,Free,Apple Pay,USA,Mobile,No
ECOMM-64318,305.0,1306.82,1,11,Free,Credit Card,USA,Mobile,No
ECOMM-34763,141.0,4225.97,0,42,Premium,Credit Card,USA,Desktop,No
ECOMM-28672,58.0,29.57,9,25,Free,PayPal,Germany,Mobile,No
ECOMM-66635,123.0,622.64,9,21,Free,PayPal,USA,Mobile,No
ECOMM-74244,151.0,3526.75,9,37,Free,Credit Card,USA,Desktop,No
ECOMM-93271,55.0,1627.64,3,12,Premium,Apple Pay,USA,Mobile,No
ECOMM-75270,245.0,1884.91,7,7,Free,Credit Card,Canada,Tablet,Yes
ECOMM-20591,163.0,138.36,0,11,Basic,Credit Card,USA,Desktop,Yes
ECOMM-73510,271.0,2065.45,1,21,Free,Apple Pay,UK,Mobile,No
ECOMM-43627,200.0,3296.76,9,21,Free,PayPal,Australia,Desktop,Yes
ECOMM-13920,221.0,4309.84,2,13,Free,Apple Pay,Australia,Mobile,No
ECOMM-75632,165.0,810.26,1,36,Basic,PayPal,USA,Mobile,No
ECOMM-21254,216.0,145.47,6,26,Free,Credit Card,UK,Tablet,Yes
ECOMM-86098,139.0,2064.96,4,49,Premium,Crypto,Australia,Mobile,No
ECOMM-88045,125.0,4676.48,0,7,Basic,PayPal,Canada,Tablet,No
ECOMM-91333,84.0,2554.15,2,3,Basic,Crypto,Canada,Tablet,Yes
ECOMM-19477,310.0,3226.94,1,8,Basic,Crypto,Canada,Desktop,No
ECOMM-90375,313.0,443.54,9,0,Free,Apple Pay,UK,Desktop,Yes
ECOMM-78502,305.0,524.68,1,15,Free,PayPal,Germany,Mobile,No
ECOMM-97859,315.0,3552.72,0,30,Free,PayPal,Australia,Mobile,No
ECOMM-82024,95.0,4255.89,3,44,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-62772,205.0,4134.51,2,2,Free,Apple Pay,USA,Desktop,Yes
ECOMM-27363,351.0,502.22,7,42,Free,Crypto,Canada,Mobile,No
ECOMM-56289,259.0,2644.2,0,14,Free,Crypto,UK,Tablet,Yes
ECOMM-79007,55.0,4524.66,1,31,Basic,Crypto,Australia,Mobile,No
ECOMM-41498,332.0,2946.14,9,16,Free,PayPal,Australia,Desktop,Yes
ECOMM-46630,211.0,3233.7,1,38,Premium,Apple Pay,Australia,Desktop,No
ECOMM-95058,59.0,2403.12,7,35,Free,Apple Pay,Germany,Desktop,No
ECOMM-52476,61.0,4126.45,8,45,Free,Crypto,USA,Tablet,No
ECOMM-64087,47.0,448.75,7,1,Premium,PayPal,Australia,Mobile,No
ECOMM-75674,83.0,899.94,3,31,Free,Apple Pay,UK,Tablet,No
ECOMM-95999,73.0,2390.4,2,49,Basic,Credit Card,Germany,Mobile,No
ECOMM-83985,364.0,2015.82,8,35,Basic,Apple Pay,USA,Mobile,Yes
ECOMM-43655,216.0,761.54,9,12,Free,PayPal,UK,Desktop,No
ECOMM-82155,255.0,3224.1,7,29,Free,Credit Card,UK,Desktop,Yes
ECOMM-56790,27.0,1491.32,2,36,Free,Apple Pay,USA,Desktop,No
ECOMM-56366,256.0,348.75,0,4,Premium,Apple Pay,Australia,Mobile,Yes
ECOMM-10160,268.0,3020.45,4,27,Free,PayPal,Germany,Mobile,No
ECOMM-10606,3.0,2933.68,1,21,Free,Crypto,USA,Desktop,No
ECOMM-76558,19.0,4140.14,6,3,Free,Credit Card,Germany,Mobile,No
ECOMM-34924,184.0,1991.59,3,43,Basic,PayPal,USA,Tablet,Yes
ECOMM-93465,10.0,950.25,1,18,Free,Crypto,Australia,Tablet,No
ECOMM-89680,134.0,2039.83,0,38,Free,Apple Pay,Canada,Tablet,No
ECOMM-14211,352.0,1659.14,6,7,Premium,Apple Pay,Germany,Desktop,No
ECOMM-91213,344.0,2911.7,8,7,Free,Apple Pay,USA,Mobile,No
ECOMM-98441,129.0,1047.94,9,44,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-17882,363.0,1194.84,8,19,Free,Apple Pay,Canada,Desktop,Yes
ECOMM-71640,204.0,4554.62,2,14,Free,Crypto,Australia,Tablet,No
ECOMM-82605,190.0,4169.64,4,47,Premium,Crypto,Canada,Desktop,No
ECOMM-56170,176.0,1280.17,8,34,Free,Crypto,USA,Tablet,Yes
ECOMM-81804,284.0,16.35,9,33,Free,PayPal,UK,Mobile,Yes
ECOMM-92385,236.0,2369.49,4,18,Basic,Apple Pay,Germany,Mobile,Yes
ECOMM-11345,213.0,4167.81,6,49,Free,Crypto,Australia,Mobile,Yes
ECOMM-99618,343.0,2943.69,7,8,Basic,Credit Card,Australia,Mobile,Yes
ECOMM-50019,109.0,2920.69,5,8,Basic,Apple Pay,Canada,Tablet,Yes
ECOMM-83428,203.0,1641.48,3,26,Free,Apple Pay,USA,Mobile,No
ECOMM-59123,30.0,2836.09,8,37,Free,PayPal,UK,Desktop,No
ECOMM-46086,118.0,2117.7,1,20,Free,Credit Card,Germany,Mobile,No
ECOMM-56648,254.0,1846.08,5,39,Free,Apple Pay,Canada,Tablet,No
ECOMM-33517,15.0,4615.49,5,30,Premium,Apple Pay,Australia,Desktop,No
ECOMM-32460,190.0,2403.09,4,43,Free,Credit Card,USA,Mobile,Yes
ECOMM-61586,235.0,3840.41,3,14,Premium,Crypto,UK,Tablet,Yes
ECOMM-16452,33.0,1344.74,7,24,Free,PayPal,Germany,Desktop,No
ECOMM-94877,154.0,2514.06,4,45,Basic,Credit Card,Australia,Desktop,No
ECOMM-68405,18.0,1525.93,6,15,Free,PayPal,UK,Tablet,No
ECOMM-70724,348.0,1640.49,9,38,Free,Credit Card,Australia,Tablet,Yes
ECOMM-95078,345.0,854.66,5,13,Basic,Crypto,Germany,Desktop,Yes
ECOMM-46025,214.0,4223.58,3,9,Premium,Credit Card,Germany,Desktop,Yes
ECOMM-15598,40.0,1734.41,1,41,Premium,PayPal,Canada,Desktop,No
ECOMM-78617,231.0,149.02,1,20,Free,PayPal,Canada,Tablet,No
ECOMM-42399,284.0,445.4,9,23,Free,Apple Pay,Australia,Tablet,Yes
ECOMM-93604,234.0,2830.56,7,13,Basic,PayPal,USA,Mobile,No
ECOMM-71099,285.0,856.15,8,2,Premium,Crypto,Australia,Tablet,No
ECOMM-60378,198.0,4594.93,5,42,Premium,Apple Pay,Canada,Tablet,No
ECOMM-76971,324.0,4145.53,3,49,Basic,Credit Card,Australia,Tablet,No
ECOMM-33976,142.0,4403.3,8,28,Premium,PayPal,Australia,Desktop,No
ECOMM-46058,363.0,2458.81,9,31,Free,Crypto,Germany,Desktop,Yes
ECOMM-75115,168.0,1381.26,0,28,Premium,Credit Card,Canada,Tablet,No
ECOMM-82039,358.0,1127.5,3,43,Basic,PayPal,Canada,Tablet,No
ECOMM-80142,249.0,3060.72,1,43,Free,Crypto,Germany,Tablet,No
ECOMM-28811,143.0,4042.72,0,0,Free,PayPal,Australia,Desktop,No
ECOMM-89755,87.0,238.32,4,39,Free,Credit Card,Canada,Tablet,No
ECOMM-69403,327.0,2089.05,2,2,Free,Apple Pay,Canada,Desktop,Yes
ECOMM-19027,67.0,3064.65,0,15,Free,Crypto,Canada,Tablet,No
ECOMM-92104,345.0,4695.59,7,32,Basic,Crypto,USA,Mobile,Yes
ECOMM-84644,328.0,2087.68,4,1,Basic,Crypto,USA,Mobile,Yes
ECOMM-79358,230.0,2766.73,1,19,Basic,Apple Pay,Australia,Mobile,No
ECOMM-73393,249.0,4342.99,8,43,Basic,Credit Card,Germany,Tablet,No
ECOMM-27018,210.0,1798.31,0,2,Basic,Apple Pay,USA,Mobile,Yes
ECOMM-13225,318.0,4763.52,6,41,Basic,Crypto,UK,Desktop,No
ECOMM-96831,56.0,3239.85,7,7,Basic,PayPal,Canada,Desktop,Yes
ECOMM-85319,134.0,1104.5,1,0,Free,PayPal,Australia,Mobile,Yes
ECOMM-14753,127.0,2820.74,2,18,Free,Crypto,USA,Mobile,No
ECOMM-59436,210.0,2207.81,3,8,Basic,PayPal,Canada,Mobile,No
ECOMM-15855,185.0,637.18,1,27,Free,Credit Card,Germany,Tablet,No
ECOMM-92958,220.0,629.23,2,18,Free,Credit Card,USA,Desktop,Yes
ECOMM-82343,110.0,2221.75,6,39,Free,Credit Card,UK,Desktop,No
ECOMM-82620,326.0,881.76,2,44,Free,PayPal,Australia,Tablet,Yes
ECOMM-27611,112.0,1662.54,8,0,Free,Credit Card,USA,Tablet,No
ECOMM-56309,320.0,2936.05,4,19,Premium,Crypto,USA,Mobile,No
ECOMM-26546,35.0,3898.86,4,1,Basic,Credit Card,USA,Tablet,No
